,CM_M_CM_M_01_Shoulder,CM_M_CM_M_02_Shoulder,CR_M_CR_M_01_Shoulder,CR_M_CR_M_02_Shoulder,H_M_H_M_01_Shoulder,H_M_H_M_02_Shoulder
361,1.79642184589,1.75515433958,0.389992521496,0.490682839244,0.302240453821,0.382063103477
362,1.81261187305,1.7479744462,0.38670690992,0.486425257902,0.298668308224,0.383342313457
363,1.82764022505,1.74622318136,0.383315748074,0.487813981622,0.298858597216,0.382724023722
364,1.83182589675,1.7631640077,0.379195746021,0.491114415634,0.300926410103,0.38311089554
365,1.84110848005,1.77001393892,0.374865176849,0.490535959941,0.302730775248,0.378996599026
366,1.82985589884,1.78324800458,0.370656609932,0.492442928529,0.301793415353,0.377482721924
367,1.84255165897,1.80630908511,0.370871216572,0.494251567514,0.301316567682,0.380777811906
368,1.86799663535,1.83217054048,0.37695142315,0.503660588683,0.306182914195,0.390762672647
369,1.88789279631,1.8590535904,0.380385540537,0.513495872368,0.308068457769,0.402911607316
370,1.91063810394,1.89437871948,0.389728956988,0.523022394118,0.312685355729,0.407272284201
371,1.93830706511,1.91812730673,0.392595201134,0.531865609374,0.318207298354,0.4152499273
372,1.95578610404,1.940258643,0.394836717465,0.540236408432,0.320318075386,0.423354374948
373,1.98125203657,1.95824610149,0.401300803988,0.546985541659,0.325028916878,0.428545837674
374,2.00191330756,1.97477714619,0.409740919244,0.55064850281,0.331442940659,0.437125012126
375,2.01244077921,1.98729379268,0.414762411935,0.559385650557,0.334401552054,0.441554053567
376,2.03419408426,2.01487072231,0.414789426636,0.567422512062,0.33694403118,0.451600515046
377,2.06886608049,2.03842013639,0.419007974681,0.574496269861,0.340648178518,0.463629209886
378,2.1027598289,2.06296212567,0.422019214223,0.580353542731,0.344900541163,0.465494512428
379,2.12236152873,2.09053615423,0.426369175291,0.587314307594,0.35036890222,0.473104356954
380,2.14478307002,2.1235248917,0.431431627538,0.590873138753,0.354888787872,0.480052266379
381,2.1641235396,2.1433480944,0.438016061511,0.593535038001,0.3585007714,0.491430163855
382,2.17107622217,2.16456116734,0.44143052687,0.59852031695,0.363688152078,0.501266003819
383,2.18920249186,2.19729377308,0.445010745727,0.60694776925,0.369813852714,0.511246174102
384,2.21628497092,2.21164152924,0.450810614447,0.611580968126,0.375909418558,0.519709881577
385,2.23192697981,2.24790201137,0.456248375232,0.618538341216,0.380118529747,0.530002770664
386,2.24838550487,2.27177642804,0.461906429367,0.623836635905,0.381218815124,0.53935637334
387,2.26158821257,2.29273621913,0.467345608701,0.631240392723,0.385052557702,0.545560267206
388,2.28513206531,2.31796160588,0.472066340423,0.637256173624,0.388904108027,0.554189194649
389,2.30338610783,2.33157841222,0.478277561412,0.645044159151,0.39260941244,0.563025393341
390,2.31984638793,2.36373446608,0.482287580169,0.651216327085,0.396215735513,0.57277214264
391,2.33870629975,2.38731517302,0.485027585575,0.656856043769,0.403205585221,0.582080766881
392,2.359051354,2.40896629383,0.489357592446,0.660692121264,0.410365901759,0.591334296403
393,2.37600369128,2.4271849929,0.496081794895,0.665244153278,0.415495828481,0.599794892405
394,2.39022509439,2.45178131883,0.500114264927,0.671629084184,0.421279283128,0.608865710903
395,2.40831351049,2.46443245743,0.503144933707,0.675670866066,0.427530042016,0.618668911706
396,2.42814309312,2.48884613271,0.507187898933,0.682854425325,0.434093004538,0.629731394164
397,2.44729023263,2.50661745554,0.507809868876,0.689885745604,0.438836258126,0.637604874595
398,2.47390039503,2.51708610139,0.512119768442,0.698232539699,0.447409695181,0.640262589078
399,2.50005330461,2.54153719406,0.51690722516,0.70435104987,0.455245697257,0.654629643796
400,2.52791437868,2.55227152222,0.520248135013,0.71143867049,0.459706072299,0.660807847486
401,2.55161711031,2.58699532742,0.523472300641,0.709582833042,0.463911840844,0.668343979019
402,2.57339520703,2.61522084893,0.525378959561,0.716249921173,0.470154398346,0.67618916809
403,2.58425355756,2.64146408495,0.528247875146,0.720465259761,0.474854960893,0.685823251935
404,2.5980724773,2.65303191702,0.534766584219,0.72425745718,0.481259357273,0.695617541159
405,2.62762212356,2.66034934276,0.536291819599,0.732853219159,0.487262849701,0.704302536353
406,2.65778036719,2.67735660618,0.540164382703,0.739713587591,0.495263990228,0.711340770833
407,2.70302451251,2.71923445945,0.542784701561,0.744668580133,0.502311299303,0.718790478796
408,2.75295826543,2.76169099071,0.5460615339,0.750344448985,0.510566592815,0.725721683666
409,2.80667276548,2.78891673756,0.548997551628,0.754535035906,0.517291338965,0.735877824086
410,2.85596626339,2.8236287596,0.551305281852,0.760006410051,0.520823153482,0.74180320211
411,2.89770178265,2.84621225521,0.5538690393,0.764063832896,0.526425859668,0.746234573682
412,2.94266060027,2.87852655717,0.556125716908,0.767760008855,0.533996517446,0.752816097359
413,2.98399814823,2.92775155876,0.563149556476,0.770103367197,0.542152625711,0.7630962952
414,3.02866680211,2.96533763465,0.567071178773,0.773042022472,0.547724262783,0.772081426237
415,3.07429245594,3.00230795092,0.570027627457,0.77943980202,0.552059627904,0.779349186495
416,3.14136020407,3.03471063642,0.572295653851,0.783170387381,0.557978073715,0.78562343005
417,3.19697069871,3.07075569619,0.576757305894,0.78497665357,0.562522683546,0.787071697453
418,3.25932896693,3.13234501562,0.578317931144,0.790622824877,0.567753548002,0.794500053207
419,3.30562439202,3.16269646287,0.578633408012,0.794016168771,0.573136449547,0.797732238197
420,3.37912885428,3.20374084116,0.579531290794,0.796120603109,0.57878339779,0.807280431396
421,3.43911485941,3.25228384695,0.583088271219,0.797607613742,0.585507149126,0.812016132124
422,3.49928979173,3.29263713442,0.585332009206,0.798737852461,0.592656528892,0.817685748736
423,3.55462922147,3.34208439166,0.585183514399,0.799995401976,0.599475111941,0.822710663688
424,3.65771072385,3.39826735801,0.586021047025,0.801767667728,0.606038748672,0.829626445687
425,3.71693572472,3.48561179099,0.586785176001,0.802218609974,0.61274298738,0.836785314111
426,3.82993211578,3.57653333962,0.589474438346,0.804175715142,0.617074989407,0.844218763785
427,3.90974891838,3.63614155629,0.589727979503,0.807802794669,0.620894554751,0.850233129349
428,3.98675226989,3.69481618418,0.589696606317,0.811072087509,0.629484911762,0.856541454254
429,4.07947646689,3.78301674119,0.590640117881,0.81189243791,0.634377711146,0.859868068247
430,4.23612753518,3.90482859172,0.592107179833,0.81226540879,0.638998644952,0.862474308352
431,4.34016939718,4.03343997784,0.593580442016,0.810374605683,0.645614847387,0.864292413029
432,4.45027485208,4.12346833713,0.595096898969,0.811178679311,0.652014342152,0.869628854156
433,4.58746351183,4.19227074931,0.596830708995,0.812123764046,0.658296445974,0.873849775849
434,4.67596768949,4.30041730841,0.598225586337,0.813319811905,0.665832556962,0.880506777327
435,4.77566065257,4.39231949461,0.598820996512,0.813522162345,0.671663494857,0.882977770264
436,4.85522379591,4.49854279818,0.600298235262,0.814652718093,0.677299525295,0.884924748917
437,4.97444126924,4.60088440401,0.604741078971,0.814721422593,0.686496200939,0.888817092073
438,5.07400799451,4.72595870519,0.606667065673,0.818383503136,0.693682330742,0.892485248417
439,5.15324891473,4.76318104642,0.608092141505,0.821898186996,0.698327432855,0.898606157805
440,5.2019944821,4.89270254918,0.60869429142,0.825055986175,0.702345979955,0.903001288277
441,5.34097499582,5.03628945521,0.610615201385,0.827280888771,0.705967543302,0.906075225026
442,5.39059982096,5.15089344278,0.613814520318,0.828382571816,0.70954110584,0.909315060553
443,5.47311810749,5.2768989393,0.616001607104,0.829439222455,0.713288094328,0.911557339315
444,5.59039791449,5.37919497388,0.618986337121,0.829682980951,0.717490130852,0.913394023578
445,5.67897742392,5.4766697208,0.621580109475,0.828849208835,0.723294964289,0.916045317314
446,5.80218525445,5.56863429214,0.62321614399,0.82793960525,0.726266929502,0.920051762293
447,5.94659586653,5.653957911,0.625261702928,0.828330360265,0.729855581026,0.924938428912
448,6.11812628277,5.8271866381,0.628496884219,0.828508111787,0.734459440007,0.928085948799
449,6.23764161537,5.89713031645,0.631484329676,0.829420552102,0.738384694924,0.9331403789
450,6.3565980216,6.04637782246,0.634600497485,0.831697115012,0.743388230341,0.938015018959
451,6.49004166069,6.11779781995,0.636157470717,0.834114342507,0.746074054196,0.942206541534
452,6.59849720559,6.23914967334,0.638561721271,0.83647605336,0.749246979839,0.946338283215
453,6.74726708728,6.36101226833,0.641142684952,0.840559965456,0.754034058692,0.949626303751
454,6.83721494858,6.4616868567,0.642883791131,0.837495558405,0.759239040617,0.951526175986
455,6.94037228377,6.62831209574,0.645635833124,0.839888250137,0.761561650418,0.954811245512
456,7.03515884824,6.72743258398,0.647735307722,0.842652558167,0.767460481365,0.959531847961
457,7.07825760443,6.87301162828,0.652771494716,0.844711609228,0.773602045321,0.961801344736
458,7.15846199115,6.9350461854,0.653196289115,0.847058591173,0.779062314915,0.964794974403
459,7.20622058407,6.998332203,0.655567615037,0.848362646966,0.782616647922,0.968957277773
460,7.29655636493,7.14214392546,0.658161181303,0.848730668159,0.786862808218,0.971878105995
461,7.37569687816,7.22155669624,0.660972507593,0.848473119166,0.791777601443,0.974648202991
462,7.48920648388,7.34289045779,0.663842821839,0.853473145912,0.797447687907,0.977967394401
463,7.59257570391,7.49806364701,0.666277736659,0.855239475538,0.801770396803,0.979935637008
464,7.67746362122,7.67607075797,0.668831578123,0.855612184067,0.808220287433,0.985404463034
465,7.77693088923,7.78869802884,0.672486821427,0.857887878181,0.815060153868,0.989953833123
466,7.86562064792,7.88685006555,0.674587570681,0.860084771093,0.819129709823,0.993265500441
467,7.95268310467,7.93165714501,0.675603238834,0.862129431843,0.823369493229,0.99729543899
468,8.04878276962,8.06219539792,0.677121361368,0.863183318694,0.829197396245,1.00306587212
469,8.16716292745,8.19194794312,0.67923501868,0.863903780408,0.838586253661,1.00694547098
470,8.27931824016,8.32589989632,0.681648299218,0.864426704293,0.84431195668,1.0111947258
471,8.41267273904,8.47817692909,0.68355417202,0.865078565771,0.850384022947,1.01587409646
472,8.52393010591,8.58817063257,0.686426591268,0.868174465356,0.859161313304,1.01864435861
473,8.61551264583,8.73017499949,0.688611188353,0.873479160073,0.867964441848,1.02420297328
474,8.68940621411,8.85849944631,0.691094853865,0.877469347216,0.87619380934,1.02970290608
475,8.7708471563,8.94505243617,0.693149763199,0.881020579442,0.888140297384,1.03593427074
476,8.84148569198,9.03740963527,0.695878568345,0.885649187544,0.894968977102,1.04021835664
477,8.93162683034,9.21117424438,0.699347214498,0.886852919748,0.90272806827,1.04546057436
478,9.03101742261,9.35194697009,0.702416060079,0.889934086691,0.909509599652,1.05290956215
479,9.11935361666,9.41698913263,0.705394449716,0.893800032786,0.917303059807,1.05957986344
480,9.22325737612,9.48258980029,0.708614000768,0.898070471623,0.92755195617,1.0669791924
481,9.32851209013,9.53075219818,0.71281252649,0.900917249783,0.938363460989,1.07473551235
482,9.41889141229,9.60452777589,0.717014517734,0.903613733079,0.945336610639,1.08159338252
483,9.48170103407,9.69387892416,0.720031595799,0.905527364667,0.958965423994,1.08841234797
484,9.56040862094,9.79201289434,0.724326899559,0.90903065624,0.96994103836,1.09712419761
485,9.64023029959,9.91720295241,0.726970159315,0.910534813782,0.980388732465,1.10380555421
486,9.71687690353,10.0206217275,0.728082617213,0.912885097176,0.995570665736,1.10838450504
487,9.79709927569,10.1245801162,0.730321154351,0.91744809798,1.0062991926,1.11871357435
488,9.8741347622,10.221503537,0.733679365191,0.920878681524,1.01258607578,1.12808002422
489,9.95031057485,10.325582627,0.736746434649,0.922292009657,1.02081574185,1.13442646052
490,10.0140189484,10.4323514026,0.741845306663,0.924282157311,1.03566415086,1.14232273078
491,10.0748259529,10.5317279918,0.748489433976,0.929518506599,1.04301862723,1.15377467556
492,10.1325299785,10.6080530096,0.754337071686,0.934502945945,1.05500353685,1.16213249781
493,10.188827283,10.6679460689,0.760874027066,0.938324942722,1.07794579953,1.17532914809
494,10.2841538248,10.7512290479,0.76708615463,0.941956853271,1.09494620992,1.1871918998
495,10.3675981804,10.8340122974,0.77219155107,0.94558194392,1.11222677449,1.20218377286
496,10.4398906884,10.9194842678,0.777962341182,0.94790193637,1.13068022673,1.21146239792
497,10.4965688482,11.0287641088,0.783881531617,0.955015961333,1.1462093612,1.22340350371
498,10.559714327,11.0852507185,0.788279954186,0.963794752428,1.17259832531,1.23753420815
499,10.6500101768,11.1325051351,0.792833562398,0.97211023694,1.19983896218,1.25090241556
500,10.732473512,11.2371011985,0.797909581383,0.980157324314,1.21251091638,1.26949941157
501,10.8142542434,11.3237075169,0.803148992283,0.986442252392,1.22396089567,1.28593325868
502,10.8923608358,11.3922187223,0.807823573212,0.994344692239,1.24702177889,1.30260928303
503,10.9516190066,11.4549522315,0.81358617905,0.99390918414,1.26672934135,1.31367092814
504,11.0451066074,11.5145285766,0.81821619409,0.999528055595,1.28637765279,1.32857230066
505,11.1327887737,11.5752993786,0.822241145008,0.998996743879,1.31159685135,1.34389903409
506,11.1904009544,11.635190626,0.828864599128,1.00255205317,1.33676689302,1.35933882847
507,11.2520763644,11.6929411923,0.836114096404,1.00972557311,1.36338617317,1.37089776305
508,11.3245330424,11.7484566017,0.840958007761,1.01697216218,1.3857252211,1.3850277628
509,11.3831305495,11.8013039223,0.84722350614,1.02327043935,1.41212842719,1.39704897926
510,11.4567977452,11.853021101,0.851002772809,1.02891157839,1.4433193869,1.41570668925
511,11.5309795749,11.9038989611,0.857455458043,1.03393932656,1.46486083054,1.43981083683
512,11.6052895404,11.954756742,0.861272286867,1.03836134662,1.48549788065,1.45809853301
513,11.6584551485,12.0054934387,0.864895551765,1.04425825229,1.5227950137,1.47327379303
514,11.7053329798,12.0536645572,0.871306900883,1.05294439797,1.54976084267,1.48974837562
515,11.7513128746,12.1003267871,0.877813293619,1.05632603051,1.57657880745,1.51805427838
516,11.7963991311,12.1432224397,0.886369031346,1.06428115016,1.6125077627,1.54903266049
517,11.8413082031,12.187530343,0.890325392773,1.07263581008,1.63467218242,1.56752897331
518,11.90867794,12.2307480341,0.896146171905,1.07695677448,1.66636119967,1.58744221755
519,11.9917962994,12.2715705083,0.899863787655,1.08573350594,1.69130388173,1.6015303053
520,12.0710516697,12.3078450567,0.907957413406,1.09309223321,1.72082338315,1.62729489011
521,12.1494507523,12.3724505513,0.913258287695,1.09769977088,1.74976622388,1.6599223932
522,12.2279366461,12.4267123541,0.917812847251,1.10376144065,1.77514544303,1.68955378195
523,12.3038201708,12.4708162977,0.922826536422,1.11247430946,1.80594614303,1.7115012827
524,12.3769741137,12.5176132382,0.929044353998,1.12213253926,1.85132601319,1.73978430312
525,12.461310377,12.5606664509,0.934280296539,1.12727018397,1.89432023765,1.75674294222
526,12.575080392,12.6301454252,0.941710681043,1.13528859967,1.9369744116,1.78949818346
527,12.7018837995,12.7121855996,0.947912525234,1.14649076544,1.9680087356,1.8111332642
528,12.8097973192,12.7529473568,0.952485539572,1.15126132448,1.99656399355,1.83950430337
529,12.8775306713,12.8181420252,0.958710632091,1.16208018294,2.04238190088,1.86443550448
530,12.9487519851,12.8939757595,0.966091733394,1.16893140035,2.08562684499,1.89617926322
531,13.0428935874,12.9272359293,0.973299009796,1.17581938305,2.13690472472,1.93602544377
532,13.1105193345,12.9617510542,0.985666163788,1.18197431449,2.17860989866,1.97314099416
533,13.1646004532,13.0005623811,0.993880951673,1.19056865393,2.23093376074,2.00768393817
534,13.2089895735,13.0336280189,1.00035026762,1.19588718263,2.26921518569,2.05137599362
535,13.2521095081,13.0732766591,1.00640443891,1.20456182644,2.31955198025,2.09624391775
536,13.2958285825,13.0955055364,1.01300461371,1.21535497366,2.36410940569,2.13323686784
537,13.342150885,13.1314433464,1.01805626762,1.22435549841,2.43110649706,2.17406465553
538,13.3999396716,13.168320961,1.02536452441,1.23548866779,2.4774158523,2.23186749831
539,13.4600314023,13.204330585,1.03355047713,1.24724965227,2.53162433753,2.27191468464
540,13.5030518635,13.237346783,1.04577771895,1.26515461709,2.57908299491,2.31455715752
541,13.5471684504,13.2708701512,1.05721967108,1.27407083615,2.62122721079,2.36450676622
542,13.5905878922,13.3087609279,1.06660168909,1.2875634422,2.67076577791,2.4322356011
543,13.6597257871,13.3483751511,1.07857430007,1.30854896043,2.73814238613,2.47644639561
544,13.7639900893,13.3890175145,1.0906218587,1.32845010573,2.80881409199,2.5236841798
545,13.8683181829,13.4302657562,1.09784749945,1.3524316052,2.86836661629,2.58529976414
546,13.9304842933,13.498143465,1.11104161281,1.35955197809,2.93586186515,2.63825587909
547,13.9858820056,13.626849296,1.12037878278,1.37791344981,2.99727166495,2.69997272805
548,14.0452211708,13.7485605336,1.13446518705,1.39266593986,3.0736903673,2.73877372388
549,14.1392627322,13.7860681465,1.14948655897,1.41489657844,3.14889791993,2.81030439813
550,14.2332654181,13.8231536132,1.16158170268,1.42983725866,3.21382754785,2.89332151407
551,14.3285684529,13.8592662101,1.17311901464,1.44201433191,3.26186034286,2.97015898683
552,14.3963952973,13.8963135435,1.18788355106,1.46913836536,3.34278620099,3.04108527339
553,14.4640493771,13.9382976541,1.2109181144,1.49678441241,3.43218013766,3.12755718799
554,14.5251040783,13.9775927655,1.22492601601,1.5193490111,3.52528282493,3.2146910767
555,14.576881762,14.0110452495,1.24832662604,1.54295282908,3.61258579222,3.29580026201
556,14.6238137483,14.0416720761,1.26698265802,1.57163187424,3.70366738398,3.40295320111
557,14.6672135563,14.0959546519,1.28983497651,1.60624518595,3.79693488592,3.49450851244
558,14.7104227586,14.1530727544,1.30664249971,1.64224525743,3.87502439776,3.60126850238
559,14.7932817797,14.2043807854,1.3306219494,1.67314394402,3.97798213761,3.71326618597
560,14.869258307,14.2494945501,1.35231513006,1.71101366629,4.07148310887,3.82831021653
561,14.9397650658,14.2917263591,1.38602159049,1.74055769425,4.15243920656,3.93355909015
562,15.0102861182,14.3372955387,1.41708621669,1.77614622716,4.22913074802,4.05682692046
563,15.0441778575,14.3674135593,1.44370421837,1.82158068147,4.30139845839,4.16975573748
564,15.0869336139,14.396333797,1.46565563972,1.85806250776,4.39732770769,4.29480382016
565,15.1759330665,14.424540746,1.50415545451,1.91530454532,4.50696115028,4.39169495431
566,15.2446389493,14.450193962,1.55846514132,1.95951747948,4.60404926833,4.50790957189
567,15.2831458571,14.4753574658,1.59352133213,2.00862912645,4.69433244006,4.6540157862
568,15.3283865575,14.5002971651,1.633816108,2.07172377593,4.81188767564,4.77819128476
569,15.3782276465,14.5240845359,1.66288301204,2.13146998747,4.91192667416,4.87090706232
570,15.4255124957,14.5472826933,1.70503354826,2.20389861266,5.03065811483,4.99338014938
571,15.4703059105,14.5752459131,1.74805991984,2.29569341485,5.17033924506,5.161781986
572,15.5384494701,14.6055681264,1.80479441264,2.37453034634,5.3224985529,5.2910894415
573,15.6144700337,14.6375379092,1.87602857291,2.44742041811,5.46286573689,5.42289067405
574,15.6894978605,14.6722874772,1.92629789694,2.51879477264,5.59537402678,5.59218237493
575,15.7685269053,14.7090623548,1.98209053002,2.60644892383,5.69396286103,5.71701856368
576,15.8443197099,14.7447337649,2.06358851144,2.68870493611,5.79831702121,5.84857454883
577,15.9147268757,14.7779964148,2.13356884526,2.77053742442,5.90148937312,6.01220843695
578,15.989127659,14.8457851788,2.18136912436,2.87924940762,6.04024339575,6.18151050599
579,16.0752405259,14.9306442536,2.25239952541,2.97708573042,6.17135208522,6.37207817711
580,16.1586363421,14.9798805393,2.34313661239,3.09657908626,6.31224859279,6.5785946851
581,16.240503624,14.9812954319,2.40704964243,3.22446410654,6.47464471041,6.77165661525
582,16.3319498121,15.0112682105,2.46945421671,3.37916939174,6.61412543905,6.91507886016
583,16.4432201678,15.0655140631,2.58964836123,3.50917834764,6.7652766288,7.15892323307
584,16.5466890251,15.1459418015,2.68921275174,3.65106125984,6.91435000164,7.31736190905
585,16.6523822774,15.1862755738,2.79171063881,3.79781494006,7.04981985798,7.4834955301
586,16.7633945783,15.2022983484,2.90287508443,3.93709262482,7.20226874882,7.73724396246
587,16.8052268497,15.2269643863,3.02450012809,4.12618208741,7.36528861182,7.98501778348
588,16.8527556078,15.2555783137,3.13598869288,4.29537343902,7.47006169921,8.27182506843
589,16.9239793324,15.3157126852,3.25641635408,4.46764888564,7.61081699138,8.54723339514
590,16.977798127,15.3397897811,3.38438008229,4.64415343272,7.75191871599,8.7583044362
591,17.0243086414,15.34873385,3.50275995123,4.82484547063,7.86054357329,8.98317365214
592,17.0725175173,15.3561116192,3.66458208645,5.01597387604,8.01591957921,9.2234374699
593,17.1175302178,15.3767849718,3.81773675153,5.218494733,8.22328834473,9.43130132566
594,17.1372575441,15.4021165293,3.96328076148,5.42076285395,8.45622927067,9.67986666138
595,17.1643640984,15.4198429776,4.09785311553,5.66276939195,8.62957996595,9.88672680241
596,17.2094653182,15.436547097,4.23937560748,5.87817063786,8.809681048,10.1213676343
597,17.2702784222,15.4558277619,4.37771727494,6.07048635809,9.00775526894,10.3041042499
598,17.3377076544,15.4749827823,4.54774435759,6.27786396018,9.22741600523,10.5825342444
599,17.3815399086,15.493327895,4.71260182595,6.52395909046,9.42550095145,10.8204109623
600,17.4233496683,15.511933382,4.8786583711,6.75538446483,9.64222020466,11.0899502699
601,17.4787728005,15.5309335954,5.04921478438,6.96214764094,9.85093030384,11.3453204379
602,17.5358814288,15.5563470869,5.24758698462,7.2062897011,10.0562727024,11.5783536749
603,17.634081789,15.5851396393,5.43696227536,7.40069045172,10.2509440935,11.8866642712
604,17.7258381899,15.6384578161,5.64294508848,7.6466723196,10.4149593403,12.1517770125
605,17.7916444887,15.6945607531,5.86580885188,7.90669637546,10.6121644113,12.4229052228
606,17.8598089574,15.7570384146,6.07455307302,8.19107624506,10.8350064034,12.6903045873
607,17.9288704263,15.799764498,6.28412232904,8.42769415183,10.930876537,12.9709167742
608,17.9969184105,15.8520686051,6.47409338116,8.69570943541,11.1686680693,13.2706230077
609,18.0409750502,15.9085080096,6.6739623649,8.93572756694,11.4379144346,13.5498319777
610,18.0827142048,15.9641228223,6.92684343059,9.21633586278,11.6364361997,13.8082120735
611,18.1234622344,16.01225063,7.15241241833,9.47852238048,11.8727883485,14.0598654635
612,18.1724778139,16.0644015825,7.38257938633,9.78056733534,12.1302548193,14.3366514987
613,18.2465831927,16.1185247276,7.58992378546,10.1337237941,12.3075283234,14.6654893125
